12.929262,77.624796,U,"35,359",Koramangala
12.934022,77.632207,U,"35,359",Koramangala
12.939117,77.620659,U,"35,359",Koramangala
12.936653,77.622842,U,"35,359",Koramangala
12.927526,77.621578,U,"35,359",Koramangala
12.93419,77.618189,U,"35,359",Koramangala
12.928422,77.627381,U,"35,359",Koramangala
12.938445,77.624566,U,"35,359",Koramangala
12.931502,77.630828,U,"35,359",Koramangala
12.941301,77.622842,U,"35,359",Koramangala
12.939872,77.621952,U,"35,359",Koramangala
12.928178,77.629291,U,"35,359",Koramangala
12.941688,77.623,U,"35,359",Koramangala
12.93885,77.62201,U,"35,359",Koramangala
12.939985,77.619913,U,"35,359",Koramangala
12.940553,77.623058,U,"35,359",Koramangala
12.93726,77.625563,U,"35,359",Koramangala
12.94112,77.6238,U,"35,359",Koramangala
12.930562,77.6912,U,"35,359",Koramangala
12.928348,77.626844,U,"35,359",Koramangala
12.939304,77.621136,U,"35,359",Koramangala
12.943107,77.61869,U,"35,359",Koramangala
12.928178,77.629465,U,"35,359",Koramangala
12.934535,77.617642,U,"35,359",Koramangala
12.927667,77.622534,U,"35,359",Koramangala
12.93432,77.620621,U,"35,359",Koramangala
12.937366,77.624063,U,"35,359",Koramangala
12.936634,77.627544,U,"35,359",Koramangala
12.941453,77.623113,U,"35,359",Koramangala
12.939498,77.622847,U,"35,359",Koramangala
12.934384,77.630357,U,"35,359",Koramangala
12.932901,77.622422,U,"35,359",Koramangala
12.934231,77.62806,U,"35,359",Koramangala
12.926803,77.625574,U,"35,359",Koramangala
12.927933,77.625022,U,"35,359",Koramangala
12.929898,77.629578,U,"35,359",Koramangala
12.930616,77.631116,U,"35,359",Koramangala
12.931859,77.628955,U,"35,359",Koramangala
12.934933,77.628678,U,"35,359",Koramangala
12.930083,77.621361,U,"35,359",Koramangala
12.938669,77.620488,U,"35,359",Koramangala
12.923759,77.622195,U,"35,359",Koramangala
12.927442,77.629935,U,"35,359",Koramangala
12.934095,77.620306,U,"35,359",Koramangala
12.93558,77.619574,U,"35,359",Koramangala
12.938372,77.620793,U,"35,359",Koramangala
12.928867,77.628838,U,"35,359",Koramangala
12.939619,77.618721,U,"35,359",Koramangala
12.936709,77.619208,U,"35,359",Koramangala
12.935402,77.618294,U,"35,359",Koramangala
12.934332,77.618233,U,"35,359",Koramangala
12.930115,77.620854,U,"35,359",Koramangala
12.934117,77.631429,U,"35,359",Koramangala
12.937166,77.623435,U,"35,359",Koramangala
12.93708,77.61734,U,"35,359",Koramangala
12.940739,77.621006,U,"35,359",Koramangala
12.938759,77.618533,U,"35,359",Koramangala
12.93553,77.619813,U,"35,359",Koramangala
12.933679,77.617605,U,"35,359",Koramangala
12.939146,77.622905,U,"35,359",Koramangala
12.940825,77.621227,U,"35,359",Koramangala
12.941384,77.618974,U,"35,359",Koramangala
12.940523,77.622066,U,"35,359",Koramangala
12.941556,77.622949,U,"35,359",Koramangala
12.937424,77.622375,U,"35,359",Koramangala
12.941126,77.625201,U,"35,359",Koramangala
12.936477,77.620873,U,"35,359",Koramangala
12.940592,77.621718,U,"35,359",Koramangala
12.940693,77.622865,U,"35,359",Koramangala
12.93894,77.62009,U,"35,359",Koramangala
12.932884,77.619738,U,"35,359",Koramangala
12.936807,77.621731,U,"35,359",Koramangala
12.934446,77.619738,U,"35,359",Koramangala
12.932693,77.620872,U,"35,359",Koramangala
12.930141,77.631384,U,"35,359",Koramangala
12.987033,77.513218,R,20269,Nagarbhavi
12.985848,77.514261,R,20269,Nagarbhavi
12.985255,77.515564,R,20269,Nagarbhavi
12.984577,77.513305,R,20269,Nagarbhavi
12.984154,77.515217,R,20269,Nagarbhavi
12.983477,77.511045,R,20269,Nagarbhavi
12.982968,77.512349,R,20269,Nagarbhavi
12.982545,77.514521,R,20269,Nagarbhavi
12.981529,77.516173,R,20269,Nagarbhavi
12.980343,77.511045,R,20269,Nagarbhavi
12.980089,77.513479,R,20269,Nagarbhavi
12.972771,77.511344,R,20269,Nagarbhavi
12.972207,77.512734,R,20269,Nagarbhavi
12.971022,77.514528,R,20269,Nagarbhavi
12.9702,77.515387,R,20269,Nagarbhavi
12.972852,77.51614,R,20269,Nagarbhavi
12.972062,77.51585,R,20269,Nagarbhavi
12.970595,77.515156,R,20269,Nagarbhavi
12.970031,77.51614,R,20269,Nagarbhavi
12.969016,77.512956,R,20269,Nagarbhavi
12.969072,77.514172,R,20269,Nagarbhavi
12.968621,77.51504,R,20269,Nagarbhavi
12.967352,77.513946,R,20269,Nagarbhavi
12.966305,77.515303,R,20269,Nagarbhavi
12.964818,77.516152,R,20269,Nagarbhavi
12.964212,77.515021,R,20269,Nagarbhavi
12.963991,77.516378,R,20269,Nagarbhavi
12.963275,77.516943,R,20269,Nagarbhavi
12.965038,77.517339,R,20269,Nagarbhavi
12.964212,77.517622,R,20269,Nagarbhavi
12.963688,77.513126,R,20269,Nagarbhavi
12.963661,77.513692,R,20269,Nagarbhavi
12.963716,77.514059,R,20269,Nagarbhavi
12.963771,77.514484,R,20269,Nagarbhavi
12.963606,77.515247,R,20269,Nagarbhavi
12.96333,77.515812,R,20269,Nagarbhavi
12.963275,77.516406,R,20269,Nagarbhavi
12.962366,77.516095,R,20269,Nagarbhavi
12.962807,77.517282,R,20269,Nagarbhavi
12.962256,77.51324,R,20269,Nagarbhavi
12.961732,77.513155,R,20269,Nagarbhavi
12.961539,77.513918,R,20269,Nagarbhavi
12.961374,77.514512,R,20269,Nagarbhavi
12.961071,77.513126,R,20269,Nagarbhavi
12.960961,77.514625,R,20269,Nagarbhavi
12.960685,77.515275,R,20269,Nagarbhavi
12.960197,77.51538,R,20269,Nagarbhavi
12.959423,77.517022,R,20269,Nagarbhavi
12.959526,77.518506,R,20269,Nagarbhavi
12.957822,77.517817,R,20269,Nagarbhavi
12.956428,77.516757,R,20269,Nagarbhavi
12.956684,77.513493,R,20269,Nagarbhavi
12.957794,77.51177,R,20269,Nagarbhavi
12.969841,77.509228,R,20269,Nagarbhavi
12.969755,77.510718,R,20269,Nagarbhavi
12.968474,77.510017,R,20269,Nagarbhavi
12.96779,77.511157,R,20269,Nagarbhavi
12.966594,77.509491,R,20269,Nagarbhavi
12.96574,77.509403,R,20269,Nagarbhavi
12.964287,77.510455,R,20269,Nagarbhavi
12.963091,77.510631,R,20269,Nagarbhavi
12.962237,77.511157,R,20269,Nagarbhavi
12.960357,77.508965,R,20269,Nagarbhavi
12.959588,77.510017,R,20269,Nagarbhavi
12.959449,77.508933,R,20269,Nagarbhavi
12.959143,77.509563,R,20269,Nagarbhavi
12.958683,77.510632,R,20269,Nagarbhavi
12.959241,77.505206,R,20269,Nagarbhavi
12.959173,77.505696,R,20269,Nagarbhavi
12.958899,77.506643,R,20269,Nagarbhavi
12.958626,77.507519,R,20269,Nagarbhavi
12.957772,77.510289,R,20269,Nagarbhavi
12.957806,77.510429,R,20269,Nagarbhavi
12.95866,77.506994,R,20269,Nagarbhavi
12.958216,77.507519,R,20269,Nagarbhavi
12.8997,77.569742,R,28000,Yelachenahalli
12.899842,77.569562,R,28000,Yelachenahalli
12.902027,77.570137,R,28000,Yelachenahalli
12.901928,77.572648,R,28000,Yelachenahalli
12.899184,77.571026,R,28000,Yelachenahalli
12.902027,77.570204,R,28000,Yelachenahalli
12.898668,77.568154,R,28000,Yelachenahalli
